neighbourhood_group_cleansed,neighbourhood_cleansed,property_type,room_type,bedrooms,bathrooms,guests_included,price,lnprice
Manhattan,East Village,Apartment,Private room,1,1,1,87,4.465908118654584
Brooklyn,Williamsburg,Apartment,Entire home/apt,2,1,4,200,5.298317366548036
Brooklyn,Park Slope,Apartment,Entire home/apt,2,2,2,165,5.10594547390058
Manhattan,Harlem,Apartment,Entire home/apt,0,1,1,110,4.700480365792417
Manhattan,NoHo,Loft,Entire home/apt,2,1,1,395,5.978885764901122
Brooklyn,Bedford-Stuyvesant,House,Private room,1,1,2,60,4.0943445622221
Manhattan,East Village,Apartment,Entire home/apt,2,2,3,189,5.241747015059643
Manhattan,Upper West Side,Apartment,Private room,1,2,1,85,4.442651256490317
Manhattan,Harlem,Apartment,Entire home/apt,1,1,2,140,4.941642422609304
Brooklyn,Greenpoint,Apartment,Entire home/apt,1,1,1,165,5.10594547390058
Queens,Forest Hills,Apartment,Entire home/apt,1,1,1,97,4.574710978503383
Manhattan,Hell's Kitchen,Apartment,Private room,1,1,2,76,4.330733340286331
Brooklyn,Williamsburg,Apartment,Entire home/apt,2,1,2,125,4.8283137373023015
Manhattan,Murray Hill,Apartment,Private room,1,1,1,130,4.867534450455582
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,2,225,5.41610040220442
Brooklyn,East Flatbush,Apartment,Private room,1,1,1,50,3.912023005428146
Brooklyn,Fort Greene,Apartment,Entire home/apt,1,1,2,170,5.135798437050262
Manhattan,Chelsea,Apartment,Entire home/apt,0,1,1,132,4.882801922586371
Brooklyn,Park Slope,House,Entire home/apt,3,2.5,3,250,5.521460917862246
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,2,100,4.605170185988092
Manhattan,Midtown,Apartment,Entire home/apt,1,1,1,180,5.19295685089021
Brooklyn,Greenpoint,Apartment,Entire home/apt,1,1,2,141,4.948759890378168
Brooklyn,Crown Heights,Apartment,Entire home/apt,1,1,2,64,4.1588830833596715
Brooklyn,Williamsburg,Apartment,Entire home/apt,0,1,4,249,5.517452896464707
Brooklyn,Crown Heights,Apartment,Private room,1,1,1,79,4.3694478524670215
Manhattan,East Village,Apartment,Entire home/apt,2,0.5,1,225,5.41610040220442
Brooklyn,Boerum Hill,Apartment,Entire home/apt,0,1,2,100,4.605170185988092
Manhattan,Nolita,Apartment,Entire home/apt,2,1,1,375,5.926926025970411
Manhattan,East Village,Apartment,Entire home/apt,0,1,1,150,5.0106352940962555
Manhattan,Harlem,Apartment,Entire home/apt,2,1,3,259,5.556828061699537
Manhattan,East Village,Apartment,Private room,1,1,1,96,4.564348191467836
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,2,145,4.976733742420574
Manhattan,Upper West Side,Apartment,Entire home/apt,2,1,1,95,4.553876891600541
Manhattan,Greenwich Village,Apartment,Entire home/apt,1,1,2,175,5.1647859739235145
Brooklyn,Williamsburg,Loft,Entire home/apt,3,1,3,451,6.111467339502679
Manhattan,Upper West Side,Apartment,Entire home/apt,2,1,1,150,5.0106352940962555
Manhattan,Upper East Side,Apartment,Entire home/apt,2,1,1,250,5.521460917862246
Bronx,Woodlawn,House,Entire home/apt,1,1,2,69,4.23410650459726
Manhattan,Lower East Side,Apartment,Entire home/apt,3,1,1,250,5.521460917862246
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,2,155,5.043425116919247
Queens,Astoria,House,Entire home/apt,1,1,2,129,4.859812404361672
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,98,4.584967478670572
Brooklyn,Park Slope,Apartment,Entire home/apt,1,1,2,150,5.0106352940962555
Manhattan,Harlem,Apartment,Private room,1,1,1,55,4.007333185232471
Manhattan,Harlem,Apartment,Entire home/apt,2,1,1,300,5.703782474656201
Brooklyn,Greenpoint,Loft,Entire home/apt,1,1,2,125,4.8283137373023015
Manhattan,East Village,Guest suite,Private room,1,1,2,175,5.1647859739235145
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,2,250,5.521460917862246
Brooklyn,Bedford-Stuyvesant,Loft,Entire home/apt,1,1,2,72,4.276666119016055
Brooklyn,Bedford-Stuyvesant,House,Private room,1,1,1,165,5.10594547390058
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,1,81,4.394449154672439
Brooklyn,Greenpoint,Apartment,Entire home/apt,1,1,2,130,4.867534450455582
Brooklyn,Williamsburg,Apartment,Entire home/apt,2,1,4,139,4.9344739331306915
Brooklyn,Bedford-Stuyvesant,Townhouse,Private room,1,1,2,88,4.477336814478207
Brooklyn,Bedford-Stuyvesant,Townhouse,Private room,1,1,2,80,4.382026634673881
Manhattan,Chelsea,Apartment,Private room,1,1,2,150,5.0106352940962555
Manhattan,East Village,Apartment,Entire home/apt,1,1,1,200,5.298317366548036
Queens,Sunnyside,Apartment,Private room,1,1,1,33,3.4965075614664802
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,90,4.499809670330265
Brooklyn,Williamsburg,Townhouse,Entire home/apt,3,2.5,4,450,6.1092475827643655
Brooklyn,Crown Heights,Apartment,Entire home/apt,1,1,1,130,4.867534450455582
Manhattan,Harlem,Apartment,Entire home/apt,3,1,5,198,5.288267030694535
Manhattan,East Village,Apartment,Entire home/apt,1,1,1,99,4.59511985013459
Manhattan,SoHo,Apartment,Private room,1,1,1,140,4.941642422609304
Brooklyn,Carroll Gardens,House,Entire home/apt,4,2.5,6,500,6.214608098422191
Manhattan,Upper West Side,Apartment,Entire home/apt,2,1,1,250,5.521460917862246
Brooklyn,Bushwick,Apartment,Private room,1,1,2,60,4.0943445622221
Manhattan,Washington Heights,Apartment,Private room,1,1,1,75,4.31748811353631
Brooklyn,Carroll Gardens,Apartment,Entire home/apt,3,2,4,350,5.857933154483459
Manhattan,Chelsea,Apartment,Entire home/apt,1,1,1,205,5.3230099791384085
Brooklyn,Park Slope,House,Entire home/apt,2,2,1,219,5.389071729816501
Brooklyn,South Slope,Guest suite,Entire home/apt,1,1,2,175,5.1647859739235145
Manhattan,Upper West Side,Apartment,Entire home/apt,1,1,1,175,5.1647859739235145
Manhattan,East Village,Apartment,Entire home/apt,1,1,1,180,5.19295685089021
Bronx,University Heights,House,Private room,1,1,1,37,3.6109179126442243
Brooklyn,Williamsburg,Loft,Entire home/apt,1,1,2,85,4.442651256490317
Brooklyn,Gravesend,Apartment,Entire home/apt,1,1,1,106,4.663439094112067
Manhattan,East Harlem,Apartment,Entire home/apt,1,1,1,79,4.3694478524670215
Brooklyn,Fort Greene,Apartment,Private room,1,1.5,1,85,4.442651256490317
Manhattan,Upper East Side,Apartment,Entire home/apt,3,2,4,250,5.521460917862246
Manhattan,Harlem,Apartment,Shared room,1,1,1,49,3.8918202981106265
Brooklyn,Greenpoint,Apartment,Private room,1,1,2,91,4.51085950651685
Manhattan,Gramercy,Apartment,Entire home/apt,2,2.5,2,400,5.991464547107982
Brooklyn,Bushwick,Apartment,Entire home/apt,2,1,4,150,5.0106352940962555
Brooklyn,Crown Heights,Apartment,Entire home/apt,1,1,2,97,4.574710978503383
Manhattan,East Village,Apartment,Private room,1,1,1,100,4.605170185988092
Manhattan,Chelsea,Condominium,Entire home/apt,2,1.5,2,550,6.309918278226516
Manhattan,Kips Bay,Apartment,Entire home/apt,1,1,2,189,5.241747015059643
Manhattan,Lower East Side,Condominium,Private room,1,1,1,130,4.867534450455582
Manhattan,Nolita,Apartment,Entire home/apt,2,1,1,300,5.703782474656201
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,1,90,4.499809670330265
Queens,Astoria,Apartment,Entire home/apt,1,1,2,300,5.703782474656201
Queens,Astoria,Apartment,Entire home/apt,1,1,2,220,5.393627546352362
Manhattan,Harlem,Townhouse,Entire home/apt,5,2.5,4,100,4.605170185988092
Manhattan,East Harlem,Apartment,Entire home/apt,0,1,2,120,4.787491742782046
Manhattan,West Village,Apartment,Entire home/apt,2,1,2,199,5.293304824724492
Bronx,Allerton,Guest suite,Entire home/apt,1,1,3,125,4.8283137373023015
Brooklyn,Williamsburg,Apartment,Private room,1,1,2,70,4.248495242049359
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,70,4.248495242049359
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,1,1,1,99,4.59511985013459
Manhattan,Chelsea,Apartment,Entire home/apt,2,1.5,4,250,5.521460917862246
Brooklyn,Prospect Heights,Guest suite,Entire home/apt,1,1,2,170,5.135798437050262
Manhattan,East Village,Apartment,Entire home/apt,1,1,1,165,5.10594547390058
Brooklyn,Fort Greene,Apartment,Private room,1,1.5,1,85,4.442651256490317
Manhattan,Hell's Kitchen,Apartment,Private room,1,1,1,99,4.59511985013459
Manhattan,Chelsea,Condominium,Private room,1,1,1,255,5.541263545158426
Brooklyn,East New York,House,Entire home/apt,3,1.5,6,169,5.1298987149230735
Brooklyn,Crown Heights,Apartment,Entire home/apt,1,1,2,99,4.59511985013459
Manhattan,Upper East Side,Apartment,Entire home/apt,1,1,2,169,5.1298987149230735
Brooklyn,Bedford-Stuyvesant,Loft,Entire home/apt,1,1,2,160,5.075173815233827
Brooklyn,Prospect Heights,Apartment,Entire home/apt,1,1,3,215,5.3706380281276624
Brooklyn,Park Slope,Apartment,Entire home/apt,1,1,2,130,4.867534450455582
Manhattan,East Village,Apartment,Private room,1,1,1,110,4.700480365792417
Manhattan,Chelsea,Townhouse,Private room,1,1,1,111,4.709530201312334
Manhattan,Hell's Kitchen,Apartment,Private room,1,1,1,139,4.9344739331306915
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,55,4.007333185232471
Manhattan,Chelsea,Apartment,Entire home/apt,0,1,1,149,5.003946305945459
Manhattan,Washington Heights,Apartment,Private room,1,1.5,1,50,3.912023005428146
Brooklyn,Prospect-Lefferts Gardens,Apartment,Private room,1,1,1,43,3.7612001156935624
Brooklyn,Prospect-Lefferts Gardens,Apartment,Private room,1,1,2,42,3.7376696182833684
Brooklyn,Williamsburg,Loft,Private room,2,0,1,85,4.442651256490317
Brooklyn,Park Slope,Apartment,Private room,1,1,2,105,4.653960350157523
Brooklyn,Park Slope,Loft,Entire home/apt,1,1,2,265,5.579729825986222
Manhattan,Harlem,Apartment,Private room,1,1,2,68,4.219507705176107
Manhattan,Hell's Kitchen,Apartment,Entire home/apt,1,1,2,175,5.1647859739235145
Brooklyn,Bedford-Stuyvesant,House,Entire home/apt,2,1,2,99,4.59511985013459
Queens,Ditmars Steinway,Loft,Shared room,1,1,1,50,3.912023005428146
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,100,4.605170185988092
Brooklyn,Williamsburg,Loft,Entire home/apt,1,1,2,100,4.605170185988092
Brooklyn,Park Slope,Apartment,Entire home/apt,1,1,4,190,5.247024072160486
Brooklyn,Bedford-Stuyvesant,Apartment,Private room,1,1,2,67,4.204692619390966
Manhattan,Upper East Side,Apartment,Entire home/apt,1,1,2,190,5.247024072160486
Brooklyn,Clinton Hill,House,Entire home/apt,1,1,2,248,5.5134287461649825
Brooklyn,Williamsburg,Apartment,Private room,1,1,2,100,4.605170185988092
Manhattan,Theater District,Apartment,Private room,1,1,1,150,5.0106352940962555
Brooklyn,Bedford-Stuyvesant,House,Entire home/apt,1,1,3,145,4.976733742420574
Brooklyn,Bushwick,Apartment,Private room,1,1,1,41,3.713572066704308
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,1,120,4.787491742782046
Brooklyn,Fort Greene,Apartment,Entire home/apt,0,1,1,157,5.056245805348308
Brooklyn,Park Slope,Apartment,Entire home/apt,2,1.5,1,175,5.1647859739235145
Brooklyn,Williamsburg,Loft,Entire home/apt,1,1,2,195,5.272999558563747
Brooklyn,Sheepshead Bay,House,Entire home/apt,1,1,2,70,4.248495242049359
Manhattan,Lower East Side,Apartment,Entire home/apt,0,1,1,125,4.8283137373023015
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,2,185,5.220355825078324
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,2,1,3,145,4.976733742420574
Queens,Sunnyside,Apartment,Private room,1,1,1,50,3.912023005428146
Brooklyn,Greenpoint,Apartment,Entire home/apt,1,1,2,185,5.220355825078324
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,2,150,5.0106352940962555
Manhattan,West Village,Apartment,Private room,2,1,1,80,4.382026634673881
Manhattan,Theater District,Apartment,Entire home/apt,1,1,1,230,5.438079308923196
Brooklyn,Gowanus,Apartment,Entire home/apt,1,1.5,2,100,4.605170185988092
Staten Island,Emerson Hill,Guest suite,Entire home/apt,1,1,1,80,4.382026634673881
Brooklyn,Bedford-Stuyvesant,House,Private room,1,1,2,79,4.3694478524670215
Queens,Long Island City,Apartment,Entire home/apt,0,1,2,200,5.298317366548036
Brooklyn,Fort Greene,Townhouse,Private room,1,1,1,99,4.59511985013459
Brooklyn,Fort Hamilton,Apartment,Entire home/apt,1,1,2,100,4.605170185988092
Manhattan,Harlem,Apartment,Private room,1,1,1,80,4.382026634673881
Brooklyn,Bensonhurst,Apartment,Entire home/apt,1,1,1,110,4.700480365792417
Manhattan,Harlem,Townhouse,Private room,1,1,1,100,4.605170185988092
Brooklyn,Bedford-Stuyvesant,Apartment,Private room,1,1,2,75,4.31748811353631
Manhattan,East Village,Condominium,Entire home/apt,1,1,2,146,4.983606621708336
Brooklyn,Greenpoint,Apartment,Entire home/apt,1,1,2,102,4.624972813284271
Manhattan,Chelsea,Apartment,Entire home/apt,1,1,1,199,5.293304824724492
Manhattan,Lower East Side,Apartment,Entire home/apt,2,1,4,127,4.844187086458591
Brooklyn,Prospect Heights,Apartment,Entire home/apt,1,1,1,150,5.0106352940962555
Manhattan,Harlem,Apartment,Private room,1,1,1,69,4.23410650459726
Brooklyn,Boerum Hill,Apartment,Entire home/apt,1,0,3,230,5.438079308923196
Manhattan,Midtown,Apartment,Entire home/apt,0,1,1,95,4.553876891600541
Brooklyn,Bedford-Stuyvesant,House,Private room,1,1,1,79,4.3694478524670215
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,1,150,5.0106352940962555
Brooklyn,Clinton Hill,House,Private room,1,1,2,191,5.25227342804663
Staten Island,Shore Acres,Apartment,Entire home/apt,1,1,2,75,4.31748811353631
Brooklyn,Williamsburg,Apartment,Entire home/apt,2,1,4,220,5.393627546352362
Manhattan,Lower East Side,Apartment,Entire home/apt,0,1,1,125,4.8283137373023015
Brooklyn,Park Slope,Apartment,Private room,1,1,1,80,4.382026634673881
Brooklyn,Bedford-Stuyvesant,House,Entire home/apt,1,1,1,80,4.382026634673881
Manhattan,East Village,Apartment,Entire home/apt,2,1,4,250,5.521460917862246
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,1,1,2,135,4.90527477843843
Manhattan,Chinatown,Apartment,Entire home/apt,1,1,1,110,4.700480365792417
Brooklyn,Bedford-Stuyvesant,House,Entire home/apt,1,1,2,100,4.605170185988092
Manhattan,Hell's Kitchen,Apartment,Private room,1,1,1,130,4.867534450455582
Queens,Bayswater,House,Private room,1,1,1,89,4.48863636973214
Brooklyn,Sunset Park,Apartment,Entire home/apt,0,1,1,200,5.298317366548036
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,1,1,2,99,4.59511985013459
Manhattan,East Harlem,Apartment,Entire home/apt,1,1,2,140,4.941642422609304
Queens,Jamaica,House,Private room,1,1,1,70,4.248495242049359
Manhattan,SoHo,Apartment,Private room,1,1,1,270,5.598421958998375
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,0,1,1,110,4.700480365792417
Manhattan,Hell's Kitchen,Apartment,Entire home/apt,0,1,1,179,5.187385805840755
Queens,Ridgewood,Apartment,Private room,1,1,1,55,4.007333185232471
Manhattan,Midtown,Apartment,Private room,1,1,1,110,4.700480365792417
Manhattan,Harlem,Townhouse,Entire home/apt,4,2,6,325,5.783825182329737
Manhattan,Harlem,Apartment,Entire home/apt,2,1,1,59,4.07753744390572
Queens,Long Island City,Apartment,Private room,1,1,1,75,4.31748811353631
Brooklyn,South Slope,Loft,Entire home/apt,3,2,2,300,5.703782474656201
Manhattan,West Village,Apartment,Private room,1,1,1,110,4.700480365792417
Manhattan,Midtown,Condominium,Entire home/apt,1,1,2,170,5.135798437050262
Manhattan,Lower East Side,Apartment,Entire home/apt,1,1,2,200,5.298317366548036
Brooklyn,Vinegar Hill,Loft,Entire home/apt,1,1,2,178,5.181783550292085
Brooklyn,Williamsburg,House,Entire home/apt,1,1,2,180,5.19295685089021
Brooklyn,DUMBO,Apartment,Entire home/apt,2,2,5,325,5.783825182329737
Manhattan,East Village,Apartment,Entire home/apt,2,1,2,160,5.075173815233827
Manhattan,Kips Bay,Apartment,Entire home/apt,1,1,1,99,4.59511985013459
Manhattan,Greenwich Village,Loft,Entire home/apt,1,1,1,241,5.484796933490655
Manhattan,Chinatown,Apartment,Entire home/apt,1,1,2,300,5.703782474656201
Manhattan,Lower East Side,Apartment,Entire home/apt,1,1,1,100,4.605170185988092
Manhattan,Gramercy,Apartment,Entire home/apt,1,1,2,399,5.988961416889864
Brooklyn,Fort Greene,Apartment,Private room,1,1,1,85,4.442651256490317
Brooklyn,Prospect-Lefferts Gardens,Apartment,Entire home/apt,1,1,1,80,4.382026634673881
Brooklyn,Prospect Heights,House,Private room,1,1,1,57,4.04305126783455
Brooklyn,Clinton Hill,House,Private room,2,1,4,350,5.857933154483459
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,1,1,1,110,4.700480365792417
Manhattan,West Village,Apartment,Entire home/apt,0,1,2,200,5.298317366548036
Brooklyn,Clinton Hill,House,Private room,1,1.5,2,223,5.407171771460119
Manhattan,Hell's Kitchen,Apartment,Entire home/apt,1,1,1,175,5.1647859739235145
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,1,137,4.919980925828125
Manhattan,Chelsea,Loft,Private room,1,1,1,119,4.77912349311153
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,1,1,3,280,5.634789603169249
Brooklyn,Williamsburg,Apartment,Entire home/apt,2,1,4,199,5.293304824724492
Manhattan,SoHo,Loft,Entire home/apt,2,2,4,588,6.376726947898627
Bronx,Kingsbridge,Apartment,Private room,1,1,1,42,3.7376696182833684
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,1,1,2,180,5.19295685089021
Brooklyn,Crown Heights,Apartment,Private room,1,1,1,85,4.442651256490317
Manhattan,Gramercy,Apartment,Entire home/apt,1,1,1,135,4.90527477843843
Queens,Elmhurst,Apartment,Entire home/apt,1,1,1,79,4.3694478524670215
Manhattan,Lower East Side,Apartment,Entire home/apt,2,1,1,149,5.003946305945459
Brooklyn,Park Slope,Apartment,Private room,1,1,1,65,4.174387269895637
Brooklyn,Greenpoint,Apartment,Entire home/apt,1,1,2,199,5.293304824724492
Manhattan,West Village,Apartment,Entire home/apt,4,2,1,700,6.551080335043404
Manhattan,West Village,Apartment,Entire home/apt,1,1,1,246,5.5053315359323625
Manhattan,Washington Heights,Apartment,Private room,1,1,1,125,4.8283137373023015
Manhattan,Upper West Side,Apartment,Entire home/apt,1,1,2,130,4.867534450455582
Brooklyn,Bedford-Stuyvesant,House,Private room,1,1,1,100,4.605170185988092
Brooklyn,Williamsburg,Loft,Entire home/apt,1,1,1,260,5.560681631015528
Brooklyn,Crown Heights,Apartment,Private room,1,1,1,150,5.0106352940962555
Manhattan,Chinatown,Apartment,Entire home/apt,1,1,1,119,4.77912349311153
Manhattan,Harlem,Condominium,Private room,1,1,2,125,4.8283137373023015
Manhattan,Harlem,Apartment,Entire home/apt,2,2,2,400,5.991464547107982
Brooklyn,Williamsburg,Loft,Private room,1,1,2,129,4.859812404361672
Manhattan,Upper West Side,Apartment,Private room,1,2,1,140,4.941642422609304
Manhattan,East Harlem,Apartment,Entire home/apt,2,1,1,200,5.298317366548036
Brooklyn,Prospect Heights,Apartment,Private room,1,1,1,67,4.204692619390966
Brooklyn,Sunset Park,Condominium,Entire home/apt,3,2,2,96,4.564348191467836
Brooklyn,Greenpoint,Apartment,Entire home/apt,1,1,2,199,5.293304824724492
Brooklyn,Brighton Beach,Apartment,Private room,1,1,1,89,4.48863636973214
Manhattan,Upper West Side,Apartment,Entire home/apt,1,1,2,185,5.220355825078324
Manhattan,Harlem,Apartment,Private room,1,1,2,81,4.394449154672439
Brooklyn,Greenpoint,Apartment,Entire home/apt,1,1,2,199,5.293304824724492
Brooklyn,Greenpoint,Apartment,Entire home/apt,1,1,2,199,5.293304824724492
Brooklyn,Greenpoint,Apartment,Entire home/apt,1,1,2,199,5.293304824724492
Brooklyn,Greenpoint,Apartment,Entire home/apt,1,1,2,199,5.293304824724492
Brooklyn,Greenpoint,Apartment,Entire home/apt,1,1,2,199,5.293304824724492
Brooklyn,Greenpoint,Boutique hotel,Private room,1,1,2,349,5.855071922202427
Brooklyn,Greenpoint,Boutique hotel,Private room,1,1,2,249,5.517452896464707
Brooklyn,Greenpoint,Boutique hotel,Private room,1,1,2,299,5.700443573390687
Brooklyn,Greenpoint,Boutique hotel,Hotel room,1,1,2,179,5.187385805840755
Brooklyn,Greenpoint,Boutique hotel,Private room,2,1,4,599,6.395261598115449
Brooklyn,Bushwick,Apartment,Entire home/apt,3,2,4,220,5.393627546352362
Brooklyn,Williamsburg,Condominium,Private room,1,1,1,89,4.48863636973214
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,2,1,3,170,5.135798437050262
Brooklyn,Prospect Heights,Apartment,Private room,1,1,1,65,4.174387269895637
Manhattan,Nolita,Condominium,Entire home/apt,2,2,4,495,6.20455776256869
Brooklyn,Cobble Hill,Loft,Private room,1,1,1,98,4.584967478670572
